x1,x2,y
0.2739233746429086,8.775289058717961,-2.775153127563473
-0.4604265724722594,0.8681487221489415,-0.33224394280614095
-0.9180529521276106,7.08418756913866,-4.462707685973398
-0.9669447289429418,7.89154623705146,-4.916072327783375
0.6265404784005448,7.991963797161148,-1.681285771654271
0.8255111545554434,3.2228672473983178,1.0545054476649927
0.21327155153435973,7.966391827460546,-2.5571457575860523
0.4589931219679968,2.2532844187566514,0.8134040642934424
0.08724998293084574,3.623079504845691,-0.6009873390608603
0.8701448475755365,4.174481122043798,0.6176258722992741
0.6317071082430643,5.414099836301646,-0.45815570566834213
-0.9945229996597038,1.1261366554055718,-1.5449686445388529
0.7148085531751387,4.069478006393061,0.3676802170643804
-0.9328288493890713,0.003006901069229073,-0.8738337272396198
0.45931089285988813,7.443807263473991,-1.7383882579581194
-0.648688758794882,8.51875912234257,-4.605148071995651
0.7263578446997732,1.3893167912019755,1.8543904292553157
0.08292244049818343,7.037857692667978,-2.2591167464685227
-0.40057621892523043,8.211030883946387,-3.9923398517218702
-0.1546255576046831,9.818283228717938,-4.225443862823987
-0.9433606577090741,8.437905623687268,-5.088539548779498
-0.7514334470008721,4.241064854440129,-2.66144287559713
0.34124882938726064,9.796887085096564,-3.2529999089579977
0.2943790231485002,9.739844048523551,-3.2930347628015024
0.2307702229625077,5.0367697920057894,-1.0198855457223017
-0.23264489147623313,7.534465385839052,-3.2580891678193464
0.994419871578422,9.138376676731628,-1.4890139046279642
0.9616706775524602,4.76147071968753,0.5571046953780818
0.3710839689613894,8.637862410970849,-2.5818920317668117
0.3009185525356326,7.015685660618728,-1.833542740981526
0.37689346114188016,2.9392425597455762,0.3154797021639898
-0.22215715204179243,7.676522699834736,-3.264111315216574
-0.7298069899551776,5.706847858594991,-3.329594928346327
0.4429766803881634,0.9384515343330624,1.507426874304433
0.050708644951451776,3.913804263046642,-0.8148937621334181
-0.3795162488820887,0.7374101339780592,-0.13790813155044268
-0.028329282336421846,4.761669632169956,-1.5163533382919567
0.7789756686980005,4.285396081429238,0.4339008737694781
0.8680870319124994,4.237374429704474,0.5602998443676823
-0.28440960658185954,5.863003535907843,-2.5861182787055568
0.14305966145952187,1.2269066017607344,0.6587084467652883
-0.3562612178481157,9.337689099568427,-4.367293430350914
0.1886000603993936,6.84050448075033,-1.9789280578922197
-0.3241775489857335,8.237813583927716,-3.7531392986710626
-0.21676199894367754,8.968012322637598,-3.877229182847617
0.7805487040095846,5.833200469234759,-0.41679696185936804
-0.5456848129332406,0.402182209046007,-0.29358733926286246
0.24637428937208483,7.11486824117758,-2.058474975879395
-0.8319693128352303,5.690258542633582,-3.465955587756256
0.6652882953067956,8.259572221703992,-1.7934064865668542
0.5741966149773667,5.321604734743442,-0.47220518951099383
-0.5212611140140957,8.132440953641924,-4.13395266723801
0.7529684616214076,9.970102930724918,-2.461216796808986
-0.8828639303896113,3.5055481136788815,-2.497758597555942
-0.32776587890867925,1.710214400206741,-0.5731277441500616
-0.6994410662103219,3.916747994539028,-2.3484791982617756
-0.09932126670142605,7.530499898656764,-2.9799106090788046
0.5926485405745885,4.392289318583065,-0.1060519755731571
-0.5387155820125051,5.883801094292148,-2.971411377164014
-0.8959573978711808,1.2735847192167105,-1.4468000893659319
-0.1908963203569436,7.261235109339803,-3.0550296982900815
